text,label,uuid
Hemos tenido una experiencia muy extraa e incmoda por el personal en la entrada. Un anuncio dice que la gente hasta 60 aos tienen entrada gratis presentando una identificacin pero el sellante de entradas fue muy grosero y no aplica el descuento. Y comenz una pelea con mi... Y mi abuela tena que pagar por un servicio que debe ser gratuito...,0,3621
"Lola es un bonito y pequeo lugar de la avenida principal de Isla Mujeres. El men tiene algo para todo el mundo y la presentacin era excepcional. Tuvimos unos apps y un plato principal para compartir. El guachamole tiene estas pequeas bolas de queso fritos...en ellos acerca del tamao de un barrio, fueron tan bueno. Tambin tuvimos los pimientos peluche que vena con esta gran salsa picante. La presentacin era fantstico! nos sentamos en un pequeo patio que era estupendo para observar a la gente en la calle. fue, sin duda uno de los mejores lugares para comer en la calle peatonal turstica bastante transitada con ms restaurantes de lo que se podra debilitar un palo. Don;t a pie por, y comer all!Ms",4,3787
"Es un restaurante  que tiene un rea grande de terraza y jardn. La comida es variada y de buen sabor y calidad. La atencin no fue excelente, ya que se tardaron en traer las bebidas y la comida, pero la experiencia en general fue placentera.",3,1762
"puedes iniciar el tour desayunando en Pachuca, de ah dirigirte a los prismas baslticos en los que si vas en viaje exprs en cuestin de hora y media lo recorres todo, de ah dirgete a real del monte, en el centro tomas un turibus y terminando a comer en cualquier restaurante del centro un nos ricos pastes, si estas hasta noche en ese lugar, te tocar ver bajar la neblina al pueblo, una experiencia inolvidable.",3,860
"Aunque es un poco de Dreams Tulum, este complejo es que vale la pena! S, las instalaciones son preciosas! S, la comida es buena! Especialmente Mundo Cafe para el desayuno, Italiano (pedir Hiber sobresaliente servicio), francs y junto al mar! Pero, la razn principal para ir a este complejo es el personal y excepcional de tratamiento hemos recibido las dos veces que he estado aqu! Lado del Mar: Claudia, Fausto y Miguel tendr gran cuidado de usted. Portofino: servidor es excelente y Hiber divertido! Herme tambin es genial. Todo el mundo en el World Caf va ms all. Gimnasio que fue actualizado. Horacio mantiene todo muy bien equipado, limpio y fresco. l tambin jugar al tenis con usted si est interesado. Mejor servicio de limpieza nunca en la habitacin 8238 6/21 -6/29",4,3000
"Muy mala relacin costo-calidad, carsimo para lo que es. Instalaciones deprimentes, necesita remodelacin urgente, cuarto sin aire acondicionado y muchsimo calor, cuarto sucio y con animalitos raros, cancelamos la 2a noche y al final conseguimos otro cuarto con aire acondicionado de los 50's pero al menos enfriaba un poco ah pero nos quitaron lo poco que vala la pena que era la vista y an as nos cobraron extra por el aire.  ",0,4379
"No todas las habitaciones estn renovadas, las ""econmicas"" son viejas. Por fuera la mayor parte del hotel esta arreglado. La habitacin tiene lo indispensable, es amplia, pero estticamente no es tan agradable. El mobiliario es viejo, la cama es un poco dura... Si tiene agua caliente y aire acondicionado. Lo recomiendo como ltima opcin.",2,4723
"Nos detuvimos para ver los juegos de ftbol NCAA porque el hotel nos dijo que esto era lo ms parecido a un bar de deportes en este captulo de la playa. Tienen 2 televisores y las dos estaban en la Mxico/Estados Unidos ftbol comprensible por...estar aqu. Volvimos la noche siguiente y tenan un domingo por la noche juegos NFL en ingls. La comida y la cerveza los precios eran excelentes. No es mucho de un bar de deportes, pero an as es un buen lugar para venir. Tambin tena un excelente aparcamiento, que es difcil de encontrar en esta zona.Ms",3,4276
"pero mas caro, y no le encontre el chiste, en cualquier local de ahi encuentras lo mismo y mas barato",2,2466
"Un amigo y Ivstopped por el jueves por una margarita, y luego ir a cenar.

Este restaurante est en una ubicacin con vistas de la playa.

bien, despus nos recrived nuestra margarita, nos ginished y la izquierda lo ms rpido posible. La mezcla margarita en...la bebida era inexistente, y casi no tequila en nuestras bebidas.

Luego nos fuimos dos puertas donde tenamos margaritas las tres anteriores esas.

De todos modos, no mucho si jyst keepmwalking pasado Mandiles.Ms",1,3687
"Este lugar fue sugerido por una cena romntica de cumpleaos con mi novio. reserva que y llegamos temprano. Nos sentaron en la zona de jardn, rboles para el techo del restaurante y, pequeos luces blancas. hermoso! La comida era fabulosa, el pan estaba increble...el servicio...es un poco lento, pero tenamos toda la noche que disfrutar. El ambiente hace que este lugar- sin duda debes tener una reserva, el lugar estaba lleno. Y es muy pequea. No te decepcionar.Ms",4,3741
"Los cuartos son hermosos, muy amplios y sper limpios. La piscina tamibin es muy linda y est muy limpia. Los baos son hermosos y tambin muy limpios. El desayuno es delicioso, muy abundante y el caf es de excelente calidad. Recomiendo este hospedaje totalmente. Por otra parte el servicio es maravilloso, las personas son muy clidas y siempre dispuestos a hacer la experiencia an mejor. Esperamos regresar muy pronto.",4,560
"El da 17 de noviembre de este mismo ao estuvimos en Santa Clara del Cobre, para mi es la segunda ocasin en que conoc este municipio, se nos ofreci una muestra como hacen un caso de cobre, pero en esta ocasin se nos permiti golpear al cobre al rojo vivo y sentir como lo que sienten los artesanos que trabajan el cobre y no es nada facl y eso para mi fue una experiencia algo fuera de lo normal. La gente muy gentil y atenta, y aparte de que trabajan muy bien el cobre hacen unas jaleas como especie de gomitas en forma de cuadros ""deliciosas""",4,1508
"No tive la oportunidad de ir a otros, es pequeo pero espectacular! La naturaleza es hermosa, super recomendado.",3,3121
"Mi familia y yo fuimos al parque de los sueos durante su estancia en la isla (que estaba justo al lado de nuestra casa). El parque me record mucho un lago! El buceo era increble, y fue un gran cambio desde la playa norte nos bamos a cada da. Sin embargo, no creo que vale 60 USD. Baj la tirolina y el mazo no estaba en m, y esto se tradujo correctamente en contusiones enorme negro y azul entre mis muslos. Tambin el tobogn es genial y todo, pero que, literalmente, se choc contra un muro y que esperando a que ocurra un litigio... marca mis palabras. No vale la pena el de 60 dlares para bucear. La comida es normalito.",2,1194
"Nuestro otro hotel, normalmente nos alojamos en reserv la habitacin y nos enviaron aqu. Result ser una buena oferta para nosotros. Muy buen precio estupendo personal del hotel fue muy agradable. Estuvimos 7 aos remolcando un barco y tienen una agradable seguro aparcamiento grande.",4,3338
"En general es un buen cenote, slo un agujero pequeo en el acabado y realmente te sientes como en una cueva.Es mucho ms fra que la temperatura exterior y el agua podra ser ruffly 18 grados centgrados.Es un poco difcil de pagar la entrada, y se puede pagar por separado, para el parque adjunto y el cenote.No encontramos vestidores y ducha pero aseos disponibles.Tambin se puede comer all y comprar algunas artesanas circa 30 -40 comerciantes.Pero hay mejores cenote, en mi opinin, por ejemplo cerca de chichen itza.",2,2652
"el lugar es pequeo pero muy bonito, actividades divertidas",3,535
"La comida, el servicio y la ubicacin ... No se puede superar la combinacin. Perfecto lugar para cenar con vistas al agua mientras el sol. Disfrutamos de una comida sencilla de spaghetti, una ensalada y vino. Muy relajante mientras que ver a la gente pasear...por el malecn.Ms",4,2302
"El Museo de conservacin de la tortuga como su nombre lo dice su objetivo es concientizar a la poblacin sobre lo cerca que estamos de la extincin de tan bello animal, el recoorido consta de Una zona en donde conservan tortugas para posteriormente liberarlas y un acuario con las diversas especies, es un lugar pequeo pero me parece que estn construyendo para su expansin, vale la pena que si andas por estos rumbos te des una vuelta y apoyes est loable causa (costo slo de 31 pesos )",3,278
"Fuimos all para una corta visita durante una escala en la ciudad de Mxico. Es un lugar interesante para visitar, y sin duda vale la pena conseguir un gua que explica por qu se conoce sobre el sitio. haba estado aqu antes, pero rpidamente me di cuenta de lo poco saba y aprendido mucho de mi visita.",3,4846
"Lo mejor, el vino regional.
El resto, la comida es digna de restaurante de comida rpida... Ni de casualidad merece el ranking actual (2do) en tripAdvisors.... No quiero ni pensar lo que debe ser el nro.3.
El servicio normal, sin mayores observaciones.
No lo recomiendo...Ms",1,2367
"Las ruinas estn muy bien cuidadas y merece la pena visitarlas. Dos defectos:1 en medio de las ruinas, dentro de una zona Patrimonio de la Humanidad a la que has pagado por acceder, hay vendedores ambulantes que te presionan constantemente para que les compres algo. Creo que deberan estar a la entrada o salida pero no en medio.2 Nos haban contado que la visita a la selva era espectacular y que era mejor contratar un gua, as lo hicimos, pero nada mas comenzar el guia nos habla en ingles y pone mala cara cuando le decimos que somos espaoles, empieza el recorrido comentando algo de los monumentos y contandonos lo bueno que era vivir en Palenque, que todo era paz y armona, etc. Pero lo bueno llega cuando nos suelta que el declive de Palenque es culpa de los conquistadores espaoles, yo no soy lo que se diga un patriota, pero cuando se miente salto, y le digo que no estoy de acuerdo ya que el declive de Palenque comenz como tres siglos antes de la llegada de Hernn Cortes, y que cuando llegaron ya estaba deshabitada y cubierta por la selva, pero el que no, que los espaoles eran los culpables de todos los males habidos y por haber de Mxico, ya cansado le digo que hace mas de doscientos aos que son independientes y que han tenido tiempo de mejorar, pero no, Espaa es la culpable de todo y ellos son los buenos indios y los espaoles todos una banda de ladrones, hasta ah, le dije que se fuera que no queriamos sus servicios y que no le bamos a pagar nada, que se fuera a estudiar un poco de historia antes de ser gua, pretende  que le pagara pero le amenace con ir a los policas de la entrada y se fue.Supongo que no todos seran asi, pero el que nos toco era un energmeno,nos estropeo el da, marchamos de all y ni fuimos a la selva ni nada.",1,2975
"Para pareja o familiar! Los cuartos sumamente limpios, el servicio muy amable y el lugar maravillosamente relajan te. Lejos del ruido pero cntrico. Ideal para acampar con la seguridad de que es un espacio cerrado, seguro regresamos!",4,3551
"La comida es muy buena en general, un poco elevado el precio pero se compensa con la decoracin del lugar que te hacen pasar un momento agusto con tu pareja en especial.",3,899
"Los Arcos del Sitio o Acueducto de Xalpa, es un bello sitio histrico, con un paisaje hermoso. Desafortunadamente lo manejan como parque urbano, la gente lleva perros, algunos sin correa, no levantan heces. Nadie les llama la atencin. Hay muchas bebidas alcohlicas, gente en estado de ebriedad y botellas de vidrio/plstico por doquier. No hay seguridad y la gente llega en auto hasta la base dnde ponen msica a todo volumen. Es desagradable ver esto en un lugar donde el sonido del viento, el arroyo y las aves deberan predominar. En fin. Muy desordenado y mal hecho.",2,540
"Usted debe hacer una reserva para asegurar que se admitirn ya que se trata de una residencia privada. Aunque una visita guiada, no hay precio de admisin. Al final se le pedir que haga una donacin para apoyar las organizaciones benficas apoyado por el propietario de esta coleccin. considero obligado para cualquiera que remotamente interesado en arte folklrico mexicano La experiencia es mejor que cualquier otro museo que se me ocurre. Tambin pudimos conocer a conocer al propietario.",4,3966
"Un hotelito que vale cada centavo, la atencin, la comida y cada detalle.  Llegamos de casualidad y salimos fascinados.  Lo nico ""malo"" es la cantidad de moscos que hay, pero es por estar en medio del bello bosque.  Lleven repelente.  No puedo esperar poder regresar.  Contratamos un paquete de Amor Chocolate y estuvo increble, el masaje fue uno de los mejores que he tenido.  La comida espectacular.",4,1294
"Subir al cerro del Cristo Rey es recomendable para aquellos que gustan de caminar, para llegar tienes que ir entre el casero y te recomiendo tener cuidado porque los perros andan sueltos en esta rea de Creel.",2,4005
"Al llegar a este pintoresco pueblo, buscamos una comida alrededor de la plaza central y finalmente nos instalamos en uno de los restaurantes sugeridos por Trip advisor, la Perla. Nos sentamos a disfrutar del buen da y encontramos que el rico men de comidas mixtas...de pescado y carne merece un estudio detallado. As que pedimos un entrante de pescado simple, yo misma una tostada de plpito y mi seora un cctel de pescado mixto, pasable pero con mucho sabor con fuentes.
Mi primera verdadera decepcin vino cuando le ped vino al joven camarero; no estaba seguro de si tenan vino (en un restaurante que sirve mucho pescado!) y despus de desaparecer dentro del cavernoso restaurante durante unos minutos, regres con una sonrisa de satisfaccin: s senior tenemo una copa de vino blanco. Ni siquiera me molest en preguntar qu tipo de vino blanco tenan, y fui por una cerveza Pacifico. Despus de disfrutar esta cerveza, pido otra, y luego lleg la segunda decepcin: no tenan ms botellas de cerveza Pacifico! Mientras tanto, haba decidido tener un simple corte de carne como plato principal, que result ser un trozo de carne de menos de 10 cm cuadrados rodeado de unas pocas patatas fritas y un fango enorme si el jugo marrn con frijoles flotando en l. Desafortunadamente, me he vuelto alrgico a los frijoles hace mucho tiempo, despus de comer lo que pareca una deliciosa pasta de frijoles marrones en un lujoso restaurante mexicano de Houston, lo que result en dos semanas sentado en el inodoro. . . As que tuve que pedir otro plato de carne sin frijoles, algo que debera haber preguntado de antemano, ya que es la norma en estas partes del mundo adornar cualquier plato principal con un lodo marrn de estos pulsos.
Pero lo mejor de la comida estaba por llegar!
Mientras comamos en una mesa exterior estbamos literalmente abrumados por oleadas tras oleadas de vendedores callejeros, mendigos y msicos callejeros, este ltimo contribuido principalmente por nios muy pequeos y desafinados. Despus de una presentacin en la mesa de al lado de un grupo de msicos experimentados de aspecto profesional, con el cantante principal terminando cantando Yesterday (en ingls y no desafinado, en general), le pregunt al mismo cantante si poda cantar Besame Mucho para nosotros. Dej de pensar un rato y luego dijo, en espaol, que traduzco literalmente: bueno, he odo hablar de esta cancin, pero no s cmo cantarla. Estamos hablando de la cancin mexicana ms famosa del mundo! Surrealista.
En pocas palabras, si alguna vez te atreves a venir a esta ciudad y comer a la Perla, mi consejo es: come adentro, asegrate de que tengan al menos dos botellas de tu cerveza favorita y no pidas a los msicos locales que canten mexicanos de renombre internacional. canciones Ayer puede funcionar, sin embargo.Ms",1,3748
"El tipo tard una HORA en registrarme. Estaba muy confundido, segua haciendo llamadas telefnicas. Segu diciendo ""hotel esta noche"", l sigui abriendo Expedia. Todo esto fue a la medianoche despus de 9 horas de viaje. UGH! ! !  Entonces mi habitacin estaba sucia y tena colchones sucios.",0,4919
"Primero reserve por booking, nunca me mandaron cancelacin, despus llegue al lugar y no me respetaron el precio que pague. El trato en recepcin malo, el lugar viejo. y para el precio que pague para recibir un mejor servicio y me sorprend por que siempre haba escuchado que la gente es clida en isla mujeres. creo que as es pero no llegue al lugar correcto.  Me he quedado hasta en hostales y cabaas mas bonitos y cmodos, creo que deberan ser mas sinceros con respecto a lo que ponen en su portal.",0,2976
"Playa para descansar...! Muy tranquila, no vimos peces como para usar el snorkel, almorzamos, tomamos un masaje de 60 min en la playa y aguardamos la puesta de sol y tomar muchas fotos!",3,2978
"En nuestra primera visita a Tango, ignorbamos que era principalmente un asador. Compartimos el aperitivo dulce picante, la ensalada de escarola y el rbalo rostizado y para nuestra sorpresa, debido a la gran variedad de cocinas, todo fue genial. En nuestra segunda visita, comimos bistec...y estuvo a la altura de su reputacin bien merecida.Ms",4,3751
"Este fue, con mucho, la mejor comida que tuve en Guadalajara. Carne en parecer jugo, no slo era delicioso, pero muy bien presentado. Postre era absolutamente preciosa, y los precios eran correctas. Perdimos los ccteles pero tena una cerveza negra especial que era tan buena,...que me hizo olvidar ningn ccteles perd. Estoy seguro de que volverMs",4,2228
es gratis para visitar y vale la pena pasar algn tiempo ir a travs de este pequeo museo. Tambin hay una pequea mercado fuera del museo-en el patio-vendiendo algunas artesanos.,3,950
"Bueno, este review va para el Club de Playa, y sobre todo para el Staff, ya que el lugar no ofrece nada extraordinario excepto los camastros y sombrillas, adems de que cuentan con un restaurante que no ofrece nada fuera del otros mundo, lo mismo que casi todos los lugares qu hay en la zona de playas de Tulum.De antemano el mesero que nos comenz a atender nos dijo que el costo era de 300 MXN (14.50 USD) por persona para el uso de los camastros, adems de que el consumo mnimo era de 1500 MXN (71.20 USD al tipo de cambio del da de hoy), o sea, se que Tulum es famoso y muy trendy hoy en da, pero no se pasen.",0,3154
"El lugar es agradable y tiene muy buena vista pero la comida llego casi inmediato despus de ordenar y estaba fra, al final esto ayudo porque tenamos poco tiempo pero al solicitar la cuenta se tardaron mucho en traerla y hasta que nos paramos decididos...Ms",0,4016
"Cafe Mogagua es una pequea tienda de caf, sin mencionar una idea del genio. Es una ubicacin nica en la isla y me encanta parando por aqu, ya sea por 10 minutos o una hora. Las sillas son cmodas, el ambiente es relajado y fresco,...y las bebidas son maravillosos. Ve aqu!Ms",3,3097
"El lugar es increble, el cerro est cubierto de pinos, oyameles y son muy grandes. La caminata es de aproximadamente hora y media o casi las 2 en un solo sentido. No decidimos rentar caballos para aprovechar al mximo el entorno natural del bosque. Hay que llevar agua y cubrebocas, los mismo caballos al transitar cerca levantan mucho el polvo y es demasiado fino que no se asienta con facilidad, tendrs mucho polvo a tu alrededor. Pudiera decir que la caminata no es sencilla, se requiere algo de condicin fisica, si no aconsejaria ir a caballo. Casi al final ya estaba muy cansado pero al acercarnos a la congregacin de miles de mariposas de pronto hizo que se me olvidara todo lo que haba caminado, solo me puse a contemplar este espectaculo de la naturaleza. En total fueron como 3.5 horas caminando y estuvimos como 20 min viendo las mariposas monarca en su hibernacin.",4,4407
"La parroquia con su amplio atrio cercado, sus dos torres imponentes y su fachada en cantera rosa es el smbolo de la ciudad y por dentro el decorado es bello aunque sobrio comparado con la fachada. Un lugar emblemtico en nuestro pas.",4,1571
"Toallas deshilachadas y sucias, alberca con hojas y tierra, cuarto en mal estado y personal con bajo nivel de servicio; atente a las consecuencias bajo tu propio riesgo. Las habitaciones con alberca son un fraude!  Si buscas descansar no es el lugar ideal ya que esta lleno de familias con nios y encima de todo hacen eventos, que por la msica, no te dejan dormir, a mi me toco una boda No pierdas tu dinero, lo que se supone seria un fin de semana romntico termino siendo una pesadilla",1,3045
"He estado evitando escribir esta crtica porque haba un montn de buenas en este viaje. Yo soy un gran fan de la AM resorts y miembro del club de vacaciones. Normalmente nos alojamos en el Secrets y han sido muchas, muchas veces en los ltimos dos aos. Decidimos probarlo con promesas de servicio superior final zoetry. Sin embargo, este complejo no est a la altura de nuestras expectativas y estoy indeciso a probar la marca zoetry de nuevo. Este complejo debate entre y uno en la Riviera Maya y en ltima instancia, eleg este porque nos encanta la Isla Mujeres y quera probar en la isla. Esto fue un error. Este complejo tiene potencial, pero 'no hay todava.  Nuestra habitacin estaba bien, pero la ducha tena muy poca presin y el jacuzzi no funcionaba. Tuvimos promesas de",2,78
"As, muy turstico, lo cual es una pena porque es un hermoso. ruinas Antes de entrar, hay un enorme terreno lleno de una ""Tienda de recuerdos"" tras otro; outlet personas con monos y loros que ofrece fotos y un tractor los vagones tirando para llevarlo hasta la puerta si no quieres andar. Una vez dentro, es llena de gente y paseantes. Muchas familias con bebs y nios pequeos en los cochecitos. No estoy seguro de por qu tomar a una ruina histrica bebs? Sugerencia sera limitar el nmero de personas permitidas en cualquier da dado. Para nosotros, una decepcin.",1,881
"Antigua pirmide tan grande como este es algo que no se ve todos los das. Si viaja, cerca de la Ciudad de Mxico intenta alquilar un tour para ir all, en Viator son algunos buenos, definitivamente vale la pena.",4,3899
"El lugar tiene muchas escaleras. No es un buen sitio para venir con alguien que tiene algn problema para desplazarse. El hotel debera avisar en su sitio de internet este tipo de limitacin; as como el personal de contacto. Pensaba quedarme dos noches, quise cancelar por lo antes expuesto y me dijeron que no era posible. Tuve que pagar por una noche (ya que no me dejaron cancelar) un costo extra por una habitacin con ""mejor"" acceso. Conozco la marca Tesoros de Mxico he participado en ella; este hotel no merece el distintivo de ""calidad premiun"" de SECTUR.",0,1527
"Lo que mas vale la pena de este restaurante son sus impresionantes vistas de Zacatln y la barranca de los jilgueros. Su comida est bien, su bufete bueno, pero la arrachera les queda mejor.",3,4787
"Yo era una equivocacin por las crticas de este hotel en TripAdvisor y despus de pasar 5 das en el hotel, me qued completamente decepcionado. Este complejo y todas las marcas se venden como un complejo de primera calidad y te cobran, pero no vale la pena el precio.  Primero, la comida es horrible. No cabe duda de que esto es algo que no puede esperar de un complejo de primera calidad pero el tipo de comida es repetitiva y tiene un mal sabor, pero no excelente. Los camareros son lo PEOR! Siempre estn luchando para conseguir una taza de caf o para alguien para tomar tu orden en los restaurantes. La poltica sobre camisetas para los varones en los restaurantes mientras que las mujeres van los trajes de bao es sencillamente ridculo. Preprate a morir con el calor porque por",1,2514
Si pequea catedral de Valladolid pero no por ello deja de ser majestuosa en su construccion y en los detalles,4,4080
El lugar es agradable nos atendi super bien el mesero alejandro... pero la actitud de su capitn de meseros Isabel deja mucho que desear .. nos hizo pasar un muy mal rato el chico nos estaba tomando la orden y ella de manera prepotente lo...Ms,1,2756
"Nunca haba estado en un museo que se enfocara en la piratera! Cosa que fue muy interesante, est conservado aunque podran invertirle mucho ms a la sealizacin, letreros y las estaciones interactivas que estn sin funcionar.",3,440
"pollo y los tacos de pescado, camarones con salsa tequila ... ganado una libra cada vez me sent! Prueba la envoltura de cerdo ahumado con pia!",3,3758
"Las fotos no le hacen justicia a la belleza de este hotel. Es un lugar mgico encantador con su estilo colonial mexicano. Los cuartos son amplios y muy cmodos. Las instalaciones bien cuidadas y muy limpias. Pese a las bajas temperaturas de las maanas de San Cristbal, el agua siempre muy caliente (importante para m). Los desayunos incluidos estn exquisitos y el restaurante est hermoso. Es un bello lugar para descansar, ambiente 100% familiar. Y la atencin es impecable. La ubicacin es privilegiada al estar a pocas cuadras de los andadores tursticos. Sigo sin creer el precio increblemente barato para lo hermoso que es este hotel. Fcilmente pagara el doble o triple sin peros. Definitivamente el mejor lugar para hospedarse en San Cristbal 10/10",4,176
"La zona vieja tienen dos precios, primera linea del mar o segunda (en la que no se ve nada) Si quieres que sea especial te tendrs que gastar 300 por noche en las cabaas ""Nuevas"" ya que las viejas ni siquiera tienen acceso a las piscina ya que no estas en la zona de ""LUJO"" el servicio bastante lento..... Ahora eso, si el lugar es de ensueo ESPECTACULAR.",1,1441
"La primera noche nos ubicaron en una habitacin que estaba pegada a un bar y era como estar metidos dentro del propio bar. Msica en directo y no se poda descansasr bien. Al da siguiente ya nos cambiaron a otra donde no se oa nada y pudimos descansar bien. Las camas son amplias y cmodas y el hotel es bastante limpio. La ubicacin es perfecta ya que est en el centro de todo: bares, restaurantes, tiendas y a un paso de la playa. Lo nico el ruido si no estas en las habitaciones de abajo al fondo (no las que dan a la calle o bien arriba las que dan interiores, esas son las buenas.",2,3891
"Estuve el dia de ayer a comer con familiares ,lugar agradable msica etc, pero el servicio medio lento y la comida no tan buena y seca la carne , y las tortillas tibias no calientes,  hay que mejorar esos aspectos  para que uno realmente lo...Ms",2,1115
"que he conducido por La Casita un nmero de veces al visitar Todos Santos pero nos detuvimos ltima noche para la cena que nos quedamos una noche. Tuvimos una experiencia gourmet comer increble que fue totalmente inesperado. El men es muy exclusivo con una combinacin...de sushi y una amplia variedad de opciones de costillas, carne (incluyendo brasileo), pescado a la parrilla, y tales (todo pero la comida mexicana! ).  Sergio visitaron nuestra mesa y cuando le dije que tenamos nuevas diners se ofreci para servirnos un Sampler. Terminamos con una comida de cinco platos ms postre y caf a un precio muy razonable. Entre cada plato nos dieron nuevos platos, cubiertos y servilletas de tela. Cada plato que tenamos era magnfico. Por ltimo vale la pena mencionar que el servicio era excepcional.Ms",4,4361
"Si te gusta la historia deber comprobar esto, as como otros. Leer en este lugar antes de ir. Recibir ms de un libro de la excursin guiada pero es agradable estar all tambin. Probar la playa abajo, es muy bonito.",3,1121
"Incluso si no quieres pagar por el museo, puedes ver reproducciones en la tienda de regalos. Fra. La pena gander",3,4707
"La comida tpica de Yucatn muy rica, el sitio es precioso y esta muy bien ubicado en todo el centro de Valladolid, recomendado !",3,4302
"El lugar Est bonito, hay variedad de alimentos, los meseros son serios y Hasta parece que se molestan si no entras a su restaurante, las tortas no son tan ricas y tienen poca carne xD",3,80
"Tristemente este que debera ser un emblema de Tlaquepaque y Jalisco, por su tradicin, el mariachi, los bailables, se ha comercializado en demasa, abusan y sale uno decepcionado.   De entrada las famosas cazuelas, son servidas con Tequila corriente y a un precio muy elevado.  La...Ms",1,2632
"Psimo servicio, cobros indebidos, tardanza en la atencin, meseros distrados, comida fra,, el lugar muy bonito, el men de nios lo cobran como adultos",0,3331
"Una especie de lugar deteriorado. Agua horrible para nadar. Playa inferiores. Y por el amor de Dios, deja que el tiburn nodriza salga de su triste jaula para que pueda nadar libremente y hacer lo que se supone que debe hacer. Enfermero?",1,1944
Fuimos por este lugar cada da durante la semana que estuvimos en la isla y que nunca estaba abierto. Parece ser abandonado en la entrada. Triste ver este pedazo de historia desaparecen.,0,987
"Estuvimos del 10 al 12 de octubre hospedados en Rodavento con el paquete wellness en habitacin king, el hotel esta precioso, las habitaciones estn en medio del bosque con terraza y chimenea muy acogedoras. La cocina es magnifica desde los desayunos hasta los postres. El spa es de lo mejor, tanto en las instalaciones, atencin y servicio, probamos el masaje aroma nctar y el Deportivo (disfrutas tu masaje en cabinas que estn en medio de la naturaleza). Tomamos la clase de yoga la cual supero mis expectativas (pasan por ti a tu habitacin y te llevan al saln en camioneta porque est retirado del rea de habitaciones y tambin est ubicado en medio de la naturaleza).Es un hotel muy familiar pero tambin si vas en pareja lo disfrutas mucho. En pocas palabras recomiendo",3,2011
"Hermoso lugar y psimo servicio, a los que slo compramos maridaje nos mandan a las peores mesas y aunque estaba prcticamente solo el lugar no fueron capaces de ofrecernos una mejor mesa, porque esas s son para sus clientes, entonces que somos nosotros????, las mejores mesas por supuesto la tenan extranjeros. No le llegan ni a los talones a otros viedos reales como en Parras o en Ezequiel Montes, tienen un psimo servicio ""mexican curious""!!!",0,1686
"La catedral de Patzcuaro es una de las antiguas de Mxico, fundado por Vasco de Quiroga, aunque no sea una de las mas bonitas, no deja de ser bella, con varios elementos arquitectonicos por ver.Ademas del valor religioso para el pueblo y para los catolicos.ADemas, esta rodeada de un jardin, que a veces tiene gente que vende comida o artesanias locales.Tambien es posible ver desde la pequea calzada que da la entrada a la basilica, el lago de patzcuaro. AL menos parcialmente.",4,272
"El lugar estaba casi vaco cuando llegamos alrededor de las 4:30 PM Domingo 20 de noviembre despus de visitar las pirmides. Parece que estaban tratando de cerrar y no hacer comida adicional.
Nuestro camarero era amable y rpido, nos traa las bebidas rpido, camin hasta...la estacin de quesadilla y dos servidores pequeos estaban detrs de l antes de que cocina y pide una quesadilla y me miraron y se fueron. Otro trabajador vio y Ella vino a ayudarme. Incluso entonces, aunque la comida saba bien, pero la mayora de platos roces estaban vacos y fros. Otra excursin en autobs con 20 vena gente y yo poda orles quejndose de que la mayora de la comida haba desaparecido y el fro. Era un poco caro para dichas comida y servicio de calidad. No la recomiendo, as que antes de su tour operador te lleva a comer pregunta por el nombre del restaurante que te llevan. Espero que algunos de los servidores aprender a valor a sus clientes y no salir tan temprano o al menos esperar hasta que nos deje antes de comenzar a mostrarnos la puerta.Ms",1,2181
"Hice reservacin por medio de una agencia de viajes y se equivocaron al asignarme una recmara con 2 camas matrimoniales y no King Size como la pidi la chica de la agencia, cuando ya estaba en el hotel y les dije me dijeron que los perdonara a la porque cometi un error y mi cuarto se lo asigno a otras personas, ofreci cambiarme al otro da de habitacin cosa que ya no quise porque era ms molesto para mi volver a hacer maletas, adems de que salia muy temprano a un tour.  Tambin cuando llegue quise usar la alberca y me dijo que ya solo ese da estara disponible porque le iban a dar mantenimiento, esto tambin genero mi molestia puesto que ped este hotel para poderme meter a la alberca y el resto de los das ya no poda hacer uso y cual fue mi sorpresa que no, que los dems",2,4233
Comimos despus de ir a las pirmides un gran plato mexicano (recomendado) y puedo recomendar que si son de comer normal un plato alcanza para dos personas. Precios acord con la calidad del lugar y atencin!!,3,2156
"Llevamos un carrito de golf a Punta Sur. Honestamente, no hay mucho aqu excepto por una vista de algunos acantilados y el ocano. Puedes pagar para ver las ruinas. La mejor parte de conducir hacia el lado sur de la isla fue detenerse en un cementerio fresco en el lado este de Isla.",1,3562
"Nos hospedamos en Semana Santa y fue un triunfo conseguir reservaciones en todo San Cristbal (la ventaja o desventaja en este hotel es que en temporada alta no acepta reservaciones menores a 3 noches).  El precio de hospedaje sin duda est por arriba del promedio de hoteles que hay en SC. (buscando con anticipacin pueden encontrar hoteles similares con un 30% de precio menor). La ubicacin es buena debido a que est dentro del permetro del centro y queda a 2 cuadras de la plaza central.  El servicio del staff es muy bsico y digamos que ""cumplen"" a secas.  Las habitaciones son de tamao aceptable (procuren que nos toque habitacin ubicada cerca de escaleras porque toda la noche escucharn gente cruzando) Escojan habitaciones del fondo y costados o pisos superiores.  Tienen un",2,4000
"el paisaje y lugares para nadar, excelentes. Sirven cerveza a evidentes menores de edad y los baos son caros dadas las condiciones",3,2715
